,trustLevel,totalScanTimeInSeconds,lineItemVoids,scansWithoutRegistration,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
726,6.0,0.4694117647058823,9.0,7.0,0.3631367249752305,0.2959897938385098,0.2739130434782606,0.0
727,3.0,0.9411764705882352,3.0,2.0,0.1472339355017853,0.2651190194419044,0.11666666666666678,0.0
728,3.0,0.2852941176470588,1.0,2.0,0.6499211806491043,0.3747005061198457,0.025925925925925873,0.0
729,6.0,0.53,11.0,10.0,0.4279708053505032,0.46892848460090786,0.2566666666666666,0.0
730,3.0,0.8264705882352941,5.0,9.0,0.03982669008679574,0.311039844171717,0.6999999999999993,0.0
732,1.0,0.6652941176470588,3.0,5.0,0.2649109882863931,0.19069074691694837,0.09130434782608711,1.0
733,6.0,0.26,11.0,3.0,0.6468966965287057,0.4600911572159237,0.30799999999999966,0.0
734,2.0,0.2670588235294117,11.0,9.0,0.19650043909269238,0.9127892735779616,0.962499999999999,0.0
735,3.0,0.35705882352941176,7.0,7.0,0.47985291125171203,0.061594513213443364,0.20416666666666672,0.0
736,1.0,0.5829411764705882,7.0,0.0,0.21869790246878656,0.459225680668946,0.2882352941176468,0.0
737,6.0,0.8323529411764705,5.0,2.0,0.03951009979501311,0.35816775582609284,0.6999999999999993,0.0
738,3.0,0.41470588235294115,7.0,9.0,0.24267854157315327,0.13072913733089483,0.34999999999999964,0.0
739,3.0,0.8547058823529411,8.0,6.0,0.1902208935323503,0.1290886570235816,0.26666666666666644,0.0
740,4.0,0.4388235294117647,2.0,7.0,0.02517113706267344,0.4767063213662795,0.6999999999999993,0.0
741,4.0,0.6829411764705882,0.0,9.0,0.04907014645112782,0.30562148824784363,0.0,0.0
742,5.0,0.8447058823529411,9.0,6.0,0.27874132143878316,0.3430301296013376,0.20999999999999977,0.0
743,4.0,0.8658823529411764,3.0,10.0,0.178478346491186,0.18423550386806087,0.10499999999999989,0.0
745,1.0,0.2276470588235294,6.0,1.0,0.542390235707659,0.8161163101216008,0.22105263157894747,0.0
746,1.0,0.8247058823529412,7.0,1.0,0.05953872923500569,0.012124423594657686,0.6999999999999993,0.0
747,6.0,0.9499999999999998,0.0,2.0,0.1631139125172547,0.30118290767117506,0.0,0.0
749,2.0,0.4811764705882353,5.0,10.0,0.2919159233380216,0.05274041463306774,0.18421052631578919,0.0
751,5.0,0.27941176470588236,11.0,6.0,0.6856080687929271,0.317363985866221,0.27499999999999986,0.0
752,5.0,0.3005882352941176,10.0,10.0,0.6466514573266297,0.6838026081603394,0.24999999999999964,0.0
754,1.0,0.8288235294117646,4.0,5.0,0.22520693308282863,0.38025078836885806,0.11666666666666678,1.0
755,2.0,0.2452941176470588,5.0,9.0,0.402447361591483,0.7677276899496779,0.23333333333333284,0.0
756,4.0,0.4776470588235294,0.0,1.0,0.05466066753482813,0.44384617583664,0.0,0.0
758,4.0,0.5270588235294117,6.0,1.0,0.3861770981611665,0.05990629432149889,0.15555555555555522,0.0
761,2.0,0.718235294117647,5.0,5.0,0.2577906011270883,0.12900916787076175,0.14583333333333295,0.0
762,1.0,0.796470588235294,4.0,6.0,0.2642611167670839,0.10569797647066527,0.10370370370370349,1.0
763,4.0,0.9570588235294116,1.0,1.0,0.23036084128234277,0.19879232080609263,0.024999999999999963,0.0
765,2.0,0.76,0.0,0.0,0.2973048533488433,0.2247670047090138,0.0,0.0
766,5.0,0.9335294117647058,1.0,7.0,0.05214552424217765,0.16779494659950614,0.09999999999999999,0.0
768,6.0,0.5911764705882353,1.0,7.0,0.004117623863245122,0.4737178038410767,0.6999999999999993,0.0
769,3.0,0.8217647058823528,1.0,5.0,0.1876862906427193,0.14082326015943297,0.03499999999999997,0.0
770,5.0,0.09352941176470586,0.0,5.0,0.30196860446222684,0.478343695674051,0.0,0.0
772,1.0,0.556470588235294,3.0,3.0,0.4097080348335161,0.2785636900005761,0.06999999999999994,1.0
773,2.0,0.37411764705882344,5.0,4.0,0.24572692789997974,0.7064723330224123,0.2692307692307692,0.0
775,2.0,0.868235294117647,4.0,10.0,0.10315957125188245,0.028673915946867377,0.23333333333333284,0.0
777,3.0,0.22588235294117645,8.0,0.0,0.4872112139160366,0.595709059909218,0.32941176470588224,0.0
778,1.0,0.8335294117647059,10.0,7.0,0.17543050904598317,0.3072383152268439,0.36842105263157837,1.0
779,5.0,0.6017647058823529,2.0,9.0,0.3687327502448104,0.05071923506752169,0.04827586206896546,0.0
780,4.0,0.9811764705882352,8.0,8.0,0.04102922636953033,0.200208156004258,0.93333333333333,0.0
781,5.0,0.7094117647058823,7.0,6.0,0.3170149355657117,0.07654124575106323,0.16896551724137943,0.0
783,2.0,0.9847058823529412,9.0,5.0,0.057522764909432776,0.04595592198646007,0.7874999999999992,0.0
786,4.0,0.76,4.0,8.0,0.22334067553502068,0.3662378456222762,0.12727272727272726,0.0
788,5.0,0.8976470588235294,6.0,4.0,0.054400856341850996,0.304015225256759,0.5999999999999993,0.0
790,6.0,0.4623529411764705,4.0,3.0,0.10565939371346611,0.2735951804344608,0.39999999999999925,0.0
791,5.0,0.86,10.0,3.0,0.2551656351934116,0.2353713638572476,0.24999999999999964,0.0
793,4.0,0.18470588235294114,6.0,10.0,0.666650852030703,0.6234715092163345,0.20999999999999977,0.0
794,5.0,0.4370588235294117,2.0,10.0,0.42096938013170976,0.23043144790426356,0.055999999999999946,0.0
795,3.0,0.2429411764705882,4.0,10.0,0.1014396303775768,0.8806115299481779,0.6999999999999993,0.0
797,5.0,0.35352941176470587,0.0,2.0,0.42223849093249294,0.6805630738191684,0.0,0.0
798,4.0,0.7376470588235293,4.0,10.0,0.17543752210614155,0.3046469512536442,0.16470588235294112,0.0
800,5.0,0.3176470588235294,0.0,7.0,0.48386087092609237,0.20083344479301463,0.0,0.0
802,1.0,0.47235294117647053,3.0,0.0,0.20016040628746554,0.60344176575906,0.16153846153846155,0.0
803,1.0,0.40823529411764703,6.0,5.0,0.482964545398913,0.30490667716757613,0.15555555555555522,1.0
804,6.0,0.8111764705882353,1.0,10.0,0.04066944925027115,0.16391752994082556,0.13999999999999987,0.0
806,5.0,0.9235294117647058,2.0,8.0,0.12347319533742132,0.3124197554235307,0.093333333333333,0.0
807,2.0,0.7341176470588235,1.0,4.0,0.14353016314418293,0.4323656355100791,0.049999999999999926,0.0
810,6.0,0.8429411764705882,8.0,6.0,0.26006603821276414,0.331764313596163,0.19999999999999998,0.0
811,6.0,0.8841176470588235,2.0,2.0,0.1565155475818797,0.15688906638936448,0.07777777777777761,0.0
812,2.0,0.52,7.0,10.0,0.09457742213893951,0.031995002768042444,0.6999999999999993,0.0
813,4.0,0.35764705882352943,1.0,8.0,0.49953747097859175,0.40235055145992843,0.027999999999999973,0.0
814,4.0,0.7894117647058823,3.0,3.0,0.05212769948417333,0.1979018076129743,0.34999999999999964,0.0
815,2.0,0.9499999999999998,1.0,3.0,0.016716643208289562,0.1507594506131696,0.23333333333333284,0.0
816,1.0,0.5035294117647059,10.0,8.0,0.17368864822274693,0.37633699017332906,0.5833333333333325,0.0
818,1.0,0.6588235294117647,2.0,6.0,0.07501534418997949,0.08667938201957198,0.19999999999999998,0.0
820,6.0,0.6241176470588234,11.0,0.0,0.3440731901352424,0.2570002418220154,0.27499999999999986,0.0
821,6.0,0.8376470588235294,4.0,8.0,0.20360783471082927,0.35474916774063986,0.12727272727272726,0.0
822,4.0,0.8429411764705882,10.0,9.0,0.12547393459502962,0.28571214876198847,0.4999999999999993,0.0
823,4.0,0.4458823529411765,1.0,5.0,0.02470828928649326,0.4148690732361373,0.34999999999999964,0.0
824,2.0,0.2858823529411765,0.0,0.0,0.015251135221117934,0.6583262762860487,0.0,0.0
825,3.0,0.0676470588235294,11.0,4.0,0.8465812214575252,0.4450927519950232,0.5499999999999997,0.0
827,4.0,0.3094117647058823,6.0,5.0,0.4028232205235511,0.8873547413865062,0.23333333333333284,0.0
831,3.0,0.26294117647058823,6.0,7.0,0.4331130285784235,0.6297399172139548,0.24705882352941133,0.0
832,4.0,0.27,2.0,3.0,0.7554171217453446,0.5797504440326692,0.04666666666666664,0.0
833,4.0,0.9611764705882352,10.0,8.0,0.08458974480325701,0.05234905441838414,0.6363636363636356,0.0
836,4.0,0.9799999999999999,6.0,8.0,0.12475705162004011,0.0715397919363767,0.26249999999999973,0.0
837,2.0,0.5494117647058824,4.0,6.0,0.21677269623083026,0.08554882264478135,0.17499999999999982,0.0
838,6.0,0.2888235294117647,7.0,0.0,0.6919107069173448,0.22915052243711131,0.16896551724137943,0.0
839,4.0,0.6029411764705882,6.0,4.0,0.34206542907230786,0.41474588588608435,0.15555555555555522,0.0
840,5.0,0.5211764705882352,10.0,10.0,0.3604949263174705,0.3267967818275735,0.27999999999999975,0.0
841,2.0,0.3864705882352941,1.0,4.0,0.06720599706073976,0.6905263623755172,0.17499999999999982,0.0
842,1.0,0.4358823529411765,3.0,10.0,0.370226940846152,0.28689373767280474,0.0954545454545451,0.0
843,5.0,0.5011764705882352,5.0,9.0,0.3120955391026321,0.36260623779408535,0.16666666666666644,0.0
844,3.0,0.5917647058823529,11.0,3.0,0.21569241339897793,0.4014377229407515,0.45294117647058796,0.0
845,4.0,0.5041176470588236,7.0,10.0,0.14306665606270375,0.4256251039468823,0.4899999999999995,0.0
846,5.0,0.5105882352941177,2.0,8.0,0.30695097520873177,0.32167663642095967,0.06666666666666658,0.0
847,5.0,0.5711764705882353,0.0,3.0,0.3729182194675621,0.4989114315413959,0.0,0.0
848,1.0,0.6847058823529412,5.0,7.0,0.037324644007220485,0.2107086001908354,0.8749999999999991,0.0
850,5.0,0.5047058823529411,10.0,0.0,0.17331896810698252,0.13878339010983157,0.5833333333333325,0.0
851,5.0,0.15823529411764703,2.0,9.0,0.9306231258796898,0.9344988687022536,0.055999999999999946,0.0
852,3.0,0.9370588235294116,2.0,1.0,0.03448931565954094,0.1355911625320826,0.27999999999999975,0.0
853,2.0,0.4582352941176471,4.0,5.0,0.4039549276376896,0.2494265454494198,0.11199999999999989,0.0
854,5.0,0.1776470588235294,4.0,6.0,0.09505638560850874,0.7718913750570258,0.93333333333333,0.0
855,3.0,0.25588235294117645,8.0,0.0,0.3893587051408556,0.4245959923834557,0.37333333333333274,0.0
856,3.0,0.27117647058823524,8.0,3.0,0.3210612048619218,0.650386728413817,0.43076923076923007,0.0
857,3.0,0.728235294117647,8.0,10.0,0.2874254682291835,0.10946187144006507,0.20740740740740699,0.0
859,2.0,0.18999999999999997,11.0,5.0,0.45454273418904934,0.8396676602712478,0.5499999999999997,0.0
860,6.0,0.8670588235294117,3.0,0.0,0.028354381054400912,0.031242104965255924,0.5249999999999995,0.0
861,3.0,0.13470588235294115,9.0,3.0,0.4085446287116939,0.6116289882321243,0.6299999999999993,0.0
863,2.0,0.4276470588235294,3.0,3.0,0.25374652885209215,0.5458516249604315,0.13999999999999987,0.0
864,3.0,0.8011764705882353,11.0,7.0,0.09159087798625942,0.372565262242719,0.7699999999999992,0.0
865,5.0,0.6547058823529411,2.0,1.0,0.24470263088662536,0.2373668071910915,0.06666666666666658,0.0
866,2.0,0.47529411764705876,8.0,1.0,0.08695761831555929,0.27068515718837116,0.93333333333333,0.0
867,2.0,0.1429411764705882,6.0,2.0,0.35270735628730965,0.8159947490241679,0.4666666666666664,0.0
868,5.0,0.2352941176470588,11.0,7.0,0.5005720248226629,0.9942503144622641,0.4277777777777773,0.0
869,6.0,0.718235294117647,2.0,6.0,0.24666940237084695,0.1468701125683128,0.060869565217391224,0.0
870,6.0,0.9999999999999999,10.0,4.0,0.12227111087626441,0.19798159075980698,0.43749999999999956,0.0
873,3.0,0.47411764705882353,2.0,4.0,0.21553716721863664,0.23235043631690624,0.09999999999999999,0.0
875,3.0,0.7611764705882352,8.0,1.0,0.30742626715494525,0.34684831683860823,0.1866666666666667,0.0
876,2.0,0.3711764705882352,4.0,9.0,0.12900653573985238,0.660592047506981,0.39999999999999925,0.0
877,3.0,0.7188235294117646,6.0,1.0,0.16868949653163032,0.07749108031586084,0.26249999999999973,0.0
878,5.0,0.9535294117647058,6.0,10.0,0.12819562749271476,0.06993255299010846,0.26249999999999973,0.0
880,5.0,0.5370588235294117,1.0,8.0,0.12050131992935062,0.3251572142443315,0.07777777777777761,0.0
881,5.0,0.45529411764705885,4.0,0.0,0.25670920279498977,0.4930641403134961,0.17499999999999982,0.0
882,1.0,0.8658823529411764,8.0,10.0,0.26289677847243714,0.32570524422918934,0.1931034482758617,1.0
883,2.0,0.9099999999999999,3.0,0.0,0.18801468902595128,0.30031686109122624,0.0954545454545451,0.0
887,3.0,0.16470588235294115,8.0,6.0,0.21038344730486283,0.8761830929457801,0.93333333333333,0.0
888,2.0,0.08411764705882352,7.0,10.0,0.320134255468646,0.3814984757265559,0.8166666666666682,0.0
890,1.0,0.5164705882352941,3.0,7.0,0.4230324363635316,0.1837784055184874,0.07241379310344823,1.0
891,6.0,0.9599999999999999,0.0,5.0,0.1785102687570147,0.1049931670763953,0.0,0.0
893,3.0,0.7447058823529411,7.0,9.0,0.1200373990669597,0.14761447155580226,0.4083333333333327,0.0
894,6.0,0.7329411764705882,7.0,1.0,0.15467116342215761,0.014066892626206454,0.32666666666666655,0.0
895,1.0,0.6170588235294118,6.0,9.0,0.1437888891309059,0.17365358675452028,0.34999999999999964,0.0
896,3.0,0.5405882352941176,5.0,3.0,0.048161300380870894,0.16663866679077483,0.8749999999999991,0.0
898,3.0,0.8229411764705882,5.0,2.0,0.11863751028428723,0.3599603831672936,0.2692307692307692,0.0
899,4.0,0.7852941176470588,6.0,2.0,0.27806061686834116,0.07807925089791296,0.14999999999999963,0.0
900,1.0,0.71,8.0,3.0,0.3280087529153744,0.3847266596196218,0.1866666666666667,1.0
902,5.0,0.33999999999999997,7.0,9.0,0.1817460714088128,0.3975419701831802,0.5444444444444441,0.0
903,1.0,0.3111764705882353,3.0,7.0,0.40095075966197763,0.05484123329387917,0.11666666666666678,0.0
904,2.0,0.951764705882353,3.0,0.0,0.21439948602554956,0.1518677929386898,0.08076923076923041,0.0
905,6.0,0.7676470588235293,3.0,3.0,0.2631188634838394,0.09690205211604719,0.08076923076923041,0.0
906,4.0,0.7170588235294117,5.0,7.0,0.07998322782730088,0.22204661266126013,0.43749999999999956,0.0
909,3.0,0.31294117647058817,10.0,2.0,0.5124878589170873,0.7328233518275183,0.3043478260869561,0.0
910,3.0,0.798235294117647,4.0,9.0,0.29402418417161624,0.12757803899787848,0.093333333333333,0.0
911,2.0,0.3770588235294118,9.0,3.0,0.3804119014031585,0.07753949253811183,0.31499999999999967,0.0
912,1.0,0.9329411764705883,2.0,4.0,0.06093825832004925,0.09161951918878965,0.17499999999999982,0.0
914,2.0,0.47882352941176465,0.0,10.0,0.13408050448623235,0.47314074909579407,0.0,0.0
915,3.0,0.32823529411764707,6.0,1.0,0.318222775500626,0.6640475632233799,0.27999999999999975,0.0
916,4.0,0.6511764705882352,8.0,0.0,0.22164221357045355,0.085851884244552,0.29473684210526263,0.0
918,5.0,0.35,1.0,10.0,0.2808295583301006,0.3976179143889727,0.049999999999999926,0.0
919,1.0,0.26294117647058823,10.0,6.0,0.7712898267439897,0.282688465007926,0.23333333333333284,1.0
920,6.0,0.45882352941176474,4.0,9.0,0.20544405857301276,0.5417809458269353,0.21538461538461537,0.0
921,3.0,0.6135294117647059,9.0,1.0,0.11895560200317554,0.1843675673118247,0.6299999999999993,0.0
922,5.0,0.3664705882352941,0.0,8.0,0.5891256261406244,0.054182542009555336,0.0,0.0
923,4.0,0.24352941176470586,10.0,3.0,0.7909551536097924,0.7846761086084242,0.24137931034482768,0.0
924,2.0,0.8570588235294118,9.0,2.0,0.19918720616976707,0.22064255818253384,0.286363636363636,0.0
925,3.0,0.5399999999999999,5.0,1.0,0.2632186790710308,0.3464562528103662,0.18421052631578919,0.0
927,5.0,0.7523529411764706,6.0,3.0,0.076191679025173,0.03234666577789387,0.5249999999999995,0.0
929,2.0,0.8111764705882353,1.0,2.0,0.010796878286485215,0.3302506955775633,0.34999999999999964,0.0
930,5.0,0.4258823529411765,3.0,0.0,0.5008700892635082,0.30665059114850324,0.07241379310344823,0.0
932,2.0,0.40647058823529403,7.0,5.0,0.4664686663536901,0.4039676138598409,0.1884615384615381,0.0
933,1.0,0.20882352941176466,4.0,1.0,0.5477655612898253,0.5718546009091924,0.15555555555555522,0.0
934,1.0,0.6676470588235294,0.0,0.0,0.2640451773628256,0.0523191748369104,0.0,0.0
939,5.0,0.5411764705882353,5.0,7.0,0.13394425455901154,0.5618528860053691,0.34999999999999964,0.0
940,3.0,0.388235294117647,2.0,1.0,0.31402928004613534,0.5014873082218809,0.08235294117647021,0.0
941,3.0,0.9723529411764705,11.0,6.0,0.23529884938240303,0.027031167179804198,0.26551724137930993,0.0
942,1.0,0.38,9.0,7.0,0.33920292870173624,0.11942703516410764,0.34999999999999964,0.0
943,3.0,0.8570588235294118,11.0,7.0,0.17078192773442982,0.02243048274840871,0.40526315789473666,0.0
947,4.0,0.6152941176470588,0.0,10.0,0.10585442780477704,0.17094772586485316,0.0,0.0
950,1.0,0.3070588235294117,9.0,2.0,0.5435015204757938,0.5207012991348805,0.26249999999999973,0.0
952,4.0,0.52,2.0,4.0,0.21308666918081798,0.34133858530452393,0.093333333333333,0.0
953,1.0,0.8711764705882352,2.0,4.0,0.12146622927638842,0.11616680065569948,0.09999999999999999,0.0
954,2.0,0.6252941176470588,10.0,7.0,0.29311018712680975,0.44960308346459604,0.29166666666666663,0.0
956,2.0,0.9547058823529412,9.0,1.0,0.10232207575477509,0.12628542270284768,0.4846153846153839,0.0
958,4.0,0.8094117647058823,0.0,1.0,0.28022487068181573,0.2554293573564808,0.0,0.0
961,2.0,0.5905882352941176,11.0,2.0,0.16309873788451973,0.22683073485976887,0.5923076923076916,0.0
962,6.0,0.6011764705882353,6.0,3.0,0.23865403709206517,0.13858132164791107,0.22105263157894747,0.0
964,3.0,0.27764705882352936,10.0,7.0,0.21529766259577915,0.9526481288085968,0.7777777777777762,0.0
966,1.0,0.7547058823529411,6.0,5.0,0.18228599853874536,0.2505041501932964,0.23333333333333284,0.0
968,4.0,0.8647058823529411,8.0,5.0,0.10358034979132366,0.23800314152028848,0.4666666666666664,0.0
969,5.0,0.8658823529411764,2.0,5.0,0.0846800887342413,0.07483323232890673,0.13999999999999987,0.0
970,2.0,0.08705882352941174,1.0,4.0,0.637585517791846,0.040664551767251506,0.05833333333333325,0.0
971,6.0,0.558235294117647,2.0,10.0,0.31108997590700094,0.38576728879118044,0.060869565217391224,0.0
974,4.0,0.4329411764705883,8.0,8.0,0.3203874291899009,0.04828740471779964,0.29473684210526263,0.0
975,4.0,0.7082352941176471,4.0,5.0,0.08098436711774956,0.05811985527455621,0.34999999999999964,0.0
976,5.0,0.4511764705882353,11.0,7.0,0.15831903274164283,0.6448077013417208,0.7699999999999992,0.0
977,6.0,0.0988235294117647,0.0,7.0,0.2926047885379308,0.2002664946984533,0.0,0.0
978,1.0,0.6547058823529411,4.0,10.0,0.02714194525005678,0.2742199674618669,0.93333333333333,0.0
980,4.0,0.3223529411764705,9.0,4.0,0.2787554529797971,0.7037580983416933,0.4846153846153839,0.0
981,6.0,0.6970588235294117,5.0,10.0,0.23081577861194957,0.06454617556294646,0.16666666666666644,0.0
982,2.0,0.6894117647058823,3.0,10.0,0.221670176617178,0.1724411839577454,0.10499999999999989,0.0
985,1.0,0.4223529411764706,2.0,7.0,0.07943224745808648,0.38696551121161427,0.27999999999999975,0.0
986,3.0,0.9835294117647059,8.0,6.0,0.04091797313516089,0.08469481967231726,0.93333333333333,0.0
988,3.0,0.7252941176470588,6.0,10.0,0.07906869736109756,0.10250129286773851,0.5249999999999995,0.0
989,2.0,0.16999999999999998,11.0,8.0,0.42047785150410527,0.17714150858505992,0.6416666666666663,0.0
991,1.0,0.17117647058823526,5.0,8.0,0.7391118667289658,0.7867721273943076,0.16666666666666644,0.0
992,6.0,0.25764705882352934,2.0,10.0,0.7043585258768292,0.6324529889300801,0.051851851851851816,0.0
993,4.0,0.9358823529411765,2.0,8.0,0.14805110677978792,0.10055177886369428,0.07777777777777761,0.0
994,5.0,0.5064705882352941,10.0,0.0,0.2182385958730371,0.05075380036196357,0.4666666666666664,0.0
995,2.0,0.04999999999999999,1.0,5.0,0.4085446287116939,0.607920893681148,0.11666666666666678,0.0
996,5.0,0.47235294117647053,5.0,1.0,0.34504557380988987,0.3674884885975253,0.15909090909090873,0.0
997,2.0,0.8870588235294117,4.0,7.0,0.11014125095270623,0.29790905469084644,0.21538461538461537,0.0
999,5.0,0.5105882352941177,0.0,9.0,0.2768491519485951,0.5963658188903818,0.0,0.0
1000,4.0,0.3999999999999999,9.0,0.0,0.17628085339947042,0.19622767788582407,0.6299999999999993,0.0
1001,6.0,0.906470588235294,10.0,8.0,0.1707366242600516,0.1769525497672343,0.34999999999999964,0.0
1002,5.0,0.31352941176470583,7.0,2.0,0.2626142535996752,0.7832102113508537,0.4083333333333327,0.0
1003,2.0,0.4811764705882353,0.0,2.0,0.2760720237400884,0.28049228994636577,0.0,0.0
1004,4.0,0.9741176470588234,2.0,6.0,0.04136597440797783,0.11873464921590358,0.23333333333333284,0.0
1005,1.0,0.6341176470588235,6.0,9.0,0.17743097140457129,0.48525686225782017,0.27999999999999975,0.0
1006,5.0,0.7088235294117646,2.0,2.0,0.13718885892617086,0.20898340882064384,0.10769230769230768,0.0
1007,6.0,0.5311764705882352,5.0,4.0,0.32533521252863135,0.06926982003019123,0.15217391304347805,0.0
1008,6.0,0.8464705882352941,5.0,6.0,0.09622862581985647,0.3167905258969396,0.3181818181818182,0.0
1009,2.0,0.7517647058823529,8.0,6.0,0.08692352470756247,0.25635658403126466,0.6222222222222217,0.0
1010,5.0,0.6464705882352941,1.0,7.0,0.2964887561488062,0.2669422290754956,0.027999999999999973,0.0
1011,2.0,0.74,2.0,6.0,0.207380905396854,0.26366314556037873,0.06999999999999994,0.0
1012,1.0,0.35764705882352943,5.0,1.0,0.41815256857838445,0.26064416756924275,0.16666666666666644,0.0
1014,2.0,0.3952941176470588,9.0,5.0,0.3279247860605957,0.34497121864465263,0.34999999999999964,0.0
1015,2.0,0.3194117647058823,8.0,7.0,0.12473222312956606,0.8805805561433825,0.93333333333333,0.0
1016,2.0,0.5970588235294118,1.0,4.0,0.33200956106402874,0.22334915439960165,0.02692307692307692,0.0
1018,4.0,0.45882352941176474,10.0,10.0,0.3539871392162021,0.45451736778369,0.3181818181818182,0.0
1019,1.0,0.8988235294117647,2.0,2.0,0.1087035243707242,0.27277173681902156,0.10769230769230768,0.0
1020,5.0,0.7147058823529412,10.0,10.0,0.18078497526663592,0.16075837461766407,0.4117647058823525,0.0
1022,6.0,0.6311764705882352,1.0,0.0,0.31557649765453605,0.06797271908972197,0.02692307692307692,0.0
1023,2.0,0.24823529411764703,1.0,10.0,0.4531053973669,0.4248505513148501,0.041176470588235245,0.0
1024,1.0,0.5111764705882352,5.0,5.0,0.3517424882198156,0.45853227971423305,0.14583333333333295,1.0
1025,1.0,0.19999999999999998,4.0,3.0,0.7251170677587847,0.5555496543080016,0.12173913043478257,0.0
1029,1.0,0.24705882352941175,2.0,0.0,0.07274677136806723,0.8880820666896011,0.4666666666666664,0.0
1031,5.0,0.3988235294117647,5.0,8.0,0.23249640370869032,0.3251235276051601,0.2692307692307692,0.0
1032,6.0,0.5423529411764706,1.0,5.0,0.4192539312177039,0.19880297612494605,0.023333333333333286,0.0
1033,6.0,0.6964705882352941,0.0,9.0,0.21956412327293642,0.1385492711162745,0.0,0.0
1036,1.0,0.546470588235294,10.0,2.0,0.4022402845949474,0.5017645478749165,0.24137931034482768,1.0
1037,6.0,0.32705882352941174,9.0,5.0,0.6474696352759125,0.6471878337952209,0.20999999999999977,0.0
1038,3.0,0.40588235294117647,11.0,0.0,0.37547753753905516,0.26525802462403203,0.36666666666666636,0.0
1039,5.0,0.056470588235294106,0.0,0.0,0.5870172779638366,0.5618714257137554,0.0,0.0
1040,4.0,0.5494117647058824,3.0,2.0,0.18853633807413817,0.2738455053722091,0.14999999999999963,0.0
1041,1.0,0.4523529411764706,2.0,2.0,0.1412404381616795,0.08151536364865247,0.15555555555555522,0.0
1042,3.0,0.1776470588235294,7.0,2.0,0.37285519795840777,0.448596554697056,0.44545454545454477,0.0
1043,5.0,0.37411764705882344,11.0,9.0,0.5201754938167154,0.45522617958601147,0.2851851851851846,0.0
1044,2.0,0.906470588235294,6.0,4.0,0.1707366242600516,0.09001106558689617,0.20999999999999977,0.0
1045,6.0,0.7058823529411764,2.0,4.0,0.09255181329581247,0.10621125589402844,0.15555555555555522,0.0
1046,5.0,0.5499999999999999,11.0,10.0,0.3294002711672768,0.30336256867860434,0.32083333333333275,0.0
1047,4.0,0.39941176470588236,2.0,4.0,0.45495160623773767,0.6918418992154822,0.055999999999999946,0.0
1051,2.0,0.7788235294117647,7.0,1.0,0.2595638781796298,0.11112352012118984,0.1884615384615381,0.0
1052,2.0,0.9794117647058823,8.0,9.0,0.1080878722123382,0.279451362719464,0.39999999999999925,0.0
1054,6.0,0.13176470588235292,0.0,6.0,0.41442720332767036,0.020500877702578628,0.0,0.0
1055,5.0,0.34058823529411764,1.0,10.0,0.20265451715248348,0.44387376180223614,0.06999999999999994,0.0
1056,4.0,0.5558823529411765,5.0,5.0,0.08869876873665292,0.5141342676704502,0.4999999999999993,0.0
1057,3.0,0.668235294117647,2.0,5.0,0.1688912317480731,0.3062746159893086,0.093333333333333,0.0
1058,2.0,0.36705882352941177,4.0,10.0,0.19003230406919477,0.05917751178880118,0.27999999999999975,0.0
1059,5.0,0.16882352941176468,9.0,5.0,0.8182138800779685,0.3442934574350638,0.2739130434782606,0.0
1062,1.0,0.3747058823529411,2.0,7.0,0.5782201402912923,0.03412612282975242,0.04666666666666664,1.0
1064,3.0,0.19764705882352937,4.0,10.0,0.3772422777037629,0.5251106534060034,0.23333333333333284,0.0
1065,6.0,0.6647058823529411,6.0,9.0,0.24128078029308148,0.45657027034443154,0.19999999999999998,0.0
1066,2.0,0.19470588235294115,0.0,1.0,0.5116042801007001,0.48240703228075504,0.0,0.0
1067,3.0,0.5064705882352941,9.0,6.0,0.15761012523417348,0.5659883608134982,0.572727272727272,0.0
1068,2.0,0.806470588235294,3.0,10.0,0.28118806322410794,0.16029396024443845,0.07241379310344823,1.0
1070,3.0,0.3935294117647058,6.0,1.0,0.4983421302245889,0.6767309527144553,0.15555555555555522,0.0
1071,1.0,0.2452941176470588,7.0,3.0,0.5121981697552661,0.44377943628046757,0.257894736842105,0.0
1072,3.0,0.03764705882352941,9.0,1.0,0.6077376553234825,0.34418639386648786,0.7874999999999992,0.0
1073,3.0,0.19058823529411764,5.0,3.0,0.7839821765652497,0.4351803703039493,0.14583333333333295,0.0
1076,3.0,0.28764705882352937,1.0,8.0,0.42740681957711746,0.8574986874962873,0.03888888888888888,0.0
1077,6.0,0.7947058823529412,3.0,3.0,0.1937949310911738,0.3288682371269204,0.10499999999999989,0.0
1078,2.0,0.4694117647058823,4.0,2.0,0.4602466973225181,0.4220970596436823,0.09655172413793121,0.0
1079,5.0,0.9217647058823529,9.0,5.0,0.1237074556984829,0.11862392283654562,0.41999999999999954,0.0
1081,4.0,0.7317647058823529,11.0,7.0,0.10023354529321034,0.2947345235184765,0.7699999999999992,0.0
1082,5.0,0.42117647058823526,11.0,0.0,0.29266415944654156,0.3934543205848819,0.45294117647058796,0.0
1083,5.0,0.9241176470588234,3.0,0.0,0.07922413837117528,0.22320990481714756,0.20999999999999977,0.0
1084,2.0,0.21941176470588233,6.0,6.0,0.8262074264460912,0.07277722697969448,0.14999999999999963,0.0
