,trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
582,1.0,0.44294117647058817,0.03606853020739405,8.0,0.0,5.0,0.28003299863957093,0.024368685664099665,0.32941176470588224,0.0
583,2.0,0.28117647058823525,0.20068129445947303,0.0,10.0,4.0,0.2871549485819913,0.19664846874405686,0.0,0.0
584,2.0,0.21823529411764706,0.2349463981564974,6.0,3.0,4.0,0.8594873306480338,0.2792935773758829,0.14482758620689645,0.0
585,1.0,0.2941176470588235,0.947800821560966,6.0,5.0,3.0,0.2768252994737457,0.8961645719727863,0.34999999999999964,0.0
586,2.0,0.8970588235294117,0.02695120729385834,0.0,10.0,1.0,0.036279961165816735,0.00970490027036464,0.0,0.0
587,3.0,0.26058823529411757,0.9289650335637714,8.0,0.0,3.0,0.33141526188269366,0.9655835732829832,0.43076923076923007,0.0
588,2.0,0.44529411764705884,0.557659553150987,11.0,5.0,5.0,0.24486596473470024,0.3746804002022924,0.5133333333333325,0.0
589,4.0,0.7535294117647059,0.8822763250175334,1.0,8.0,1.0,0.033476337261824335,0.3727741417900707,0.17499999999999982,0.0
592,5.0,0.6658823529411765,0.7735697825869153,10.0,7.0,4.0,0.08612085373858419,0.36540793433290414,0.8749999999999991,0.0
594,4.0,0.43823529411764706,0.5326119627291855,1.0,8.0,5.0,0.21401675031485073,0.36275526795579904,0.05384615384615377,0.0
595,6.0,0.9752941176470588,0.15178839795611665,3.0,10.0,4.0,0.1337603285812372,0.050610490095346655,0.12352941176470567,0.0
596,6.0,0.8229411764705882,0.5706843001703237,6.0,9.0,2.0,0.04001863071075431,0.2225232281505167,0.8399999999999991,0.0
597,4.0,0.4658823529411764,0.9352770263500653,2.0,2.0,3.0,0.2678153436679265,0.6045465462278997,0.08235294117647021,0.0
598,6.0,0.6076470588235294,0.8948001202284341,11.0,4.0,1.0,0.09422107990126996,0.45862430025419004,0.962499999999999,0.0
599,1.0,0.4547058823529412,0.09858731590021041,10.0,2.0,3.0,0.15720772388037552,0.06508739299616118,0.6999999999999993,0.0
600,4.0,0.6835294117647058,0.5594629796613567,9.0,10.0,5.0,0.0839111316327534,0.25814049645429965,0.7874999999999992,0.0
603,6.0,0.8558823529411764,0.9028153491634107,8.0,2.0,0.0,0.2658124494102798,0.33959857689705153,0.1931034482758617,0.0
604,1.0,0.5364705882352941,0.2646027452159103,8.0,2.0,5.0,0.25036936015456274,0.15136722421238671,0.31111111111111045,0.0
606,6.0,0.6494117647058824,0.10509968940987878,4.0,3.0,1.0,0.2952514811481124,0.05077795087279915,0.11199999999999989,0.0
607,6.0,0.5311764705882352,0.30447850916741814,2.0,3.0,2.0,0.019964733720889943,0.1756922085780649,0.6999999999999993,0.0
608,1.0,0.9888235294117645,0.36198777677587424,10.0,1.0,2.0,0.057265322007927826,0.11917409311120684,0.8749999999999991,0.0
610,1.0,0.2276470588235294,0.4873259192465686,9.0,10.0,3.0,0.7455775427135816,0.5613341228904151,0.24230769230769195,1.0
611,3.0,0.5494117647058824,0.15509467989179443,7.0,9.0,1.0,0.2732454125442129,0.08689580338560315,0.24499999999999975,0.0
613,5.0,0.87,0.9383829275623687,4.0,6.0,2.0,0.03757705059977575,0.34771523295354556,0.5599999999999995,0.0
614,5.0,0.6347058823529411,0.34054703937481223,8.0,2.0,1.0,0.20212946090576836,0.16791456129887575,0.32941176470588224,0.0
616,5.0,0.9323529411764705,0.2804328223624888,5.0,6.0,0.0,0.20117358927713302,0.09748993250477922,0.14583333333333295,0.0
617,5.0,0.2417647058823529,0.6988277727682599,4.0,2.0,0.0,0.517969199335834,0.7692792703513525,0.14736842105263165,0.0
618,5.0,0.8811764705882352,0.5901212303376416,3.0,2.0,5.0,0.14779382128635118,0.21611561831917858,0.12352941176470567,0.0
619,4.0,0.4929411764705882,0.8252680092175134,10.0,6.0,3.0,0.3322532817571126,0.5081162463182155,0.3181818181818182,0.0
620,1.0,0.6152941176470588,0.8267708646428216,8.0,0.0,4.0,0.1569533597281015,0.41907628410383124,0.43076923076923007,0.0
622,6.0,0.28470588235294114,0.9693417493237153,4.0,8.0,3.0,0.4554043572379913,0.9403764752890266,0.14736842105263165,0.0
624,3.0,0.7858823529411765,0.7070433824266107,7.0,9.0,0.0,0.10362516288105982,0.28753452999370327,0.44545454545454477,0.0
625,5.0,0.8758823529411764,0.8382927562368503,4.0,3.0,2.0,0.12082136805021895,0.3087090254108952,0.19999999999999998,0.0
626,6.0,0.9911764705882352,0.14938382927562371,6.0,4.0,2.0,0.23927160055502233,0.04906747613961271,0.13999999999999987,0.0
627,4.0,0.28764705882352937,0.9980963831279432,0.0,7.0,2.0,0.03938460748838781,0.9604612435598574,0.0,0.0
629,2.0,0.22705882352941173,0.838192565875163,0.0,1.0,3.0,0.42712537213121177,0.9672990465870729,0.0,0.0
630,2.0,0.4758823529411764,0.7348963029756539,2.0,9.0,2.0,0.022873023995249132,0.4664374804088008,0.6999999999999993,0.0
632,4.0,0.6411764705882352,0.20358681494840197,6.0,7.0,0.0,0.32337015153244286,0.09948196495156578,0.15555555555555522,0.0
634,2.0,0.24647058823529408,0.8187556357078452,0.0,10.0,0.0,0.8110196883466573,0.8881753591624175,0.0,0.0
636,3.0,0.40941176470588236,0.3949504057709649,1.0,2.0,4.0,0.11815030138729357,0.2849437770091672,0.09999999999999999,0.0
642,2.0,0.8429411764705882,0.24807133553752134,0.0,9.0,5.0,0.058177882786162365,0.0946243278732985,0.0,0.0
643,2.0,0.13999999999999999,0.3622883478609359,10.0,4.0,2.0,0.8465812214575252,0.5858572586481141,0.33333333333333287,0.0
644,4.0,0.6023529411764705,0.7348963029756539,11.0,10.0,0.0,0.212188871854743,0.3796039023258497,0.45294117647058796,0.0
645,1.0,0.9711764705882352,0.13355375212904522,5.0,1.0,4.0,0.21869790246878656,0.04470476858736002,0.12962962962962937,1.0
646,5.0,0.4935294117647059,0.14707945095681796,3.0,1.0,4.0,0.4249066764579895,0.09048051952811338,0.07499999999999982,0.0
647,4.0,0.6935294117647058,0.9582206191764354,0.0,10.0,0.0,0.23191471272325334,0.43638825050972835,0.0,0.0
648,1.0,0.83,0.0999899809638313,2.0,10.0,2.0,0.2834083040986635,0.0386834798379905,0.04666666666666664,1.0
649,4.0,0.9435294117647058,0.8351868550245468,10.0,5.0,0.0,0.1815382781275225,0.28717637708682253,0.3181818181818182,0.0
650,6.0,0.5599999999999999,0.3587816852018837,4.0,7.0,1.0,0.046415942587409824,0.19765496386081635,0.6999999999999993,0.0
651,1.0,0.4423529411764706,0.7482216210800522,11.0,2.0,2.0,0.17819153415150013,0.5055529518957249,0.6999999999999993,0.0
653,4.0,0.8452941176470588,0.9981965734896305,3.0,2.0,4.0,0.22102255625951545,0.37978780278664764,0.08749999999999991,0.0
655,3.0,0.6305882352941176,0.31559963931469803,9.0,1.0,4.0,0.21585730307363046,0.15652003981602877,0.34999999999999964,0.0
656,5.0,0.8747058823529411,0.6084560665264003,11.0,10.0,4.0,0.19532493098078438,0.22434555876694978,0.34999999999999964,0.0
657,6.0,0.5494117647058824,0.7996192766255887,6.0,5.0,5.0,0.37207266609263295,0.44794276612346956,0.15555555555555522,0.0
659,2.0,0.7447058823529411,0.6914136860034066,7.0,4.0,4.0,0.0985114710520146,0.2952695217065625,0.4899999999999995,0.0
660,4.0,0.7494117647058823,0.43372407574391353,4.0,9.0,1.0,0.09789863324376086,0.18416862476400453,0.27999999999999975,0.0
663,2.0,0.47058823529411764,0.6897104498547241,1.0,9.0,0.0,0.39463748936715426,0.4419917323877136,0.027999999999999973,0.0
665,3.0,0.8058823529411764,0.4261096082556859,10.0,7.0,3.0,0.08103689191396746,0.16936064603590106,0.7777777777777762,0.0
666,3.0,0.518235294117647,0.2630998897906022,0.0,1.0,1.0,0.06516968037669386,0.15511925764264148,0.0,0.0
667,4.0,0.18823529411764703,0.6719767558360887,8.0,10.0,5.0,0.19091545472592164,0.8889891102491078,0.93333333333333,0.0
668,3.0,0.1888235294117647,0.39615269011121135,0.0,7.0,3.0,0.7892461169120736,0.522966787177386,0.0,0.0
670,4.0,0.2511764705882352,0.25999398857829886,2.0,10.0,5.0,0.15255775268093394,0.27803973303740304,0.23333333333333284,0.0
671,3.0,0.8458823529411764,0.19527101492836393,6.0,2.0,4.0,0.12504502413098365,0.0742461819080786,0.3,0.0
674,1.0,0.5076470588235293,0.8193567778779683,9.0,4.0,0.0,0.23290775803465386,0.49178779101148085,0.3937499999999996,0.0
675,1.0,0.9476470588235294,0.5255986374110811,7.0,4.0,4.0,0.14624663748239955,0.17999679376570982,0.27222222222222203,0.0
676,2.0,0.7911764705882353,0.9790602144073742,9.0,0.0,1.0,0.14368529356305218,0.3957279839829063,0.41999999999999954,0.0
677,3.0,0.268235294117647,0.08205590622182146,11.0,2.0,5.0,0.47756216087563996,0.08345731187636232,0.40526315789473666,0.0
678,1.0,0.40764705882352936,0.25348161506863043,1.0,9.0,4.0,0.2828402915294958,0.18355604314842602,0.043749999999999956,0.0
680,1.0,0.8088235294117646,0.3672978659452962,7.0,3.0,4.0,0.17059331366779468,0.1455005339292066,0.27222222222222203,0.0
681,6.0,0.8847058823529411,0.9843703035767961,0.0,10.0,4.0,0.027666811328215447,0.3591779710654384,0.0,0.0
682,2.0,0.6841176470588235,0.8982065925257992,8.0,3.0,3.0,0.24651470254270808,0.4141156626516601,0.2545454545454545,0.0
683,4.0,0.8170588235294117,0.4975453361386636,5.0,6.0,2.0,0.25796619900218665,0.19528104439686383,0.12962962962962937,0.0
684,6.0,0.6776470588235294,0.895200881675183,7.0,2.0,0.0,0.3424608033491978,0.4162688587097218,0.16333333333333294,0.0
685,4.0,0.4970588235294118,0.15609658350866648,6.0,9.0,0.0,0.43764408593089393,0.0954358245946298,0.14482758620689645,0.0
686,4.0,0.9776470588235294,0.045786995291053005,7.0,1.0,4.0,0.2340719931829352,0.015227519470453367,0.16896551724137943,0.0
688,4.0,0.4794117647058823,0.9264602745215913,10.0,1.0,1.0,0.2610822878625509,0.5842870708961491,0.4117647058823525,0.0
689,5.0,0.18764705882352942,0.136860034064723,5.0,2.0,0.0,0.8596204502648427,0.18153429607444982,0.13461538461538428,0.0
690,5.0,0.9688235294117648,0.6632601943693017,7.0,10.0,0.0,0.06699136217298983,0.22254221226338586,0.5444444444444441,0.0
691,5.0,0.7823529411764706,0.16471295461376617,0.0,9.0,5.0,0.2275860038206101,0.06725947942365954,0.0,0.0
692,5.0,0.6570588235294117,0.5860134255084662,9.0,5.0,3.0,0.35232079055513954,0.28014193878308313,0.20999999999999977,0.0
693,2.0,0.8911764705882352,0.6303977557358983,3.0,5.0,5.0,0.02742098217641678,0.22848123031358933,0.5249999999999995,0.0
695,2.0,0.04882352941176471,0.14186955214908328,0.0,4.0,3.0,0.8340142077121542,0.3957412303766899,0.0,0.0
696,6.0,0.9970588235294117,0.4219016130648232,4.0,10.0,5.0,0.1390995160440483,0.13783499797416132,0.15555555555555522,0.0
697,1.0,0.4529411764705882,0.3120929766556458,4.0,9.0,2.0,0.40808107399722743,0.2066746206118433,0.11199999999999989,1.0
698,1.0,0.918235294117647,0.2124035667768761,4.0,10.0,5.0,0.09751914103714136,0.0748867177781007,0.23333333333333284,0.0
699,1.0,0.5870588235294117,0.8716561466786897,7.0,2.0,3.0,0.08410683100304311,0.46061356181604174,0.6999999999999993,0.0
700,5.0,0.398235294117647,0.5274020639214508,10.0,5.0,3.0,0.2700129086710773,0.38944086140382406,0.4666666666666664,0.0
702,2.0,0.5235294117647059,0.06241859533112916,1.0,10.0,2.0,0.03506163720189486,0.03649017234859164,0.23333333333333284,0.0
704,2.0,0.8411764705882352,0.7679591223324317,4.0,7.0,2.0,0.09683600644354937,0.2934983225497868,0.2545454545454545,0.0
705,4.0,0.8852941176470588,0.05710850616170725,1.0,5.0,4.0,0.19307555701986548,0.02082125904779406,0.031818181818181815,0.0
706,4.0,0.22705882352941173,0.3983568780683299,7.0,5.0,1.0,0.5434569831055898,0.4597550099491947,0.257894736842105,0.0
707,2.0,0.2564705882352941,0.9441939685402266,9.0,3.0,2.0,0.4416924698017243,0.9935284659813782,0.37058823529411705,0.0
708,2.0,0.2588235294117647,0.33724075743913445,6.0,10.0,4.0,0.7281919887991394,0.3524169246435669,0.14999999999999963,1.0
710,2.0,0.6211764705882352,0.6426209798617375,2.0,9.0,5.0,0.04155027484734979,0.32299153130318436,0.34999999999999964,0.0
711,2.0,0.13352941176470587,0.05310089169421902,0.0,10.0,5.0,0.4948771623215968,0.08861605707147892,0.0,0.0
712,2.0,0.9158823529411764,0.5257990181344556,3.0,5.0,5.0,0.06214183438221748,0.185827103391435,0.26249999999999973,0.0
714,6.0,0.4276470588235294,0.15709848712553853,2.0,3.0,0.0,0.23622221566043858,0.10926325848753347,0.09999999999999999,0.0
715,1.0,0.9029411764705881,0.9372808335838094,6.0,6.0,4.0,0.10820847523881988,0.3356313071307181,0.3230769230769231,0.0
716,2.0,0.28647058823529403,0.3098887886985273,6.0,8.0,3.0,0.23418054810413,0.29920764881135403,0.41999999999999954,0.0
718,6.0,0.5741176470588235,0.4670874661857531,11.0,8.0,4.0,0.15387219106876843,0.2517372865846977,0.6416666666666663,0.0
721,6.0,0.17352941176470585,0.1316501352569883,6.0,10.0,5.0,0.8732680233739103,0.18446772079890697,0.16799999999999982,0.0
723,5.0,0.36705882352941177,0.4900310590121232,2.0,8.0,0.0,0.48875801370704197,0.3872520660004337,0.055999999999999946,0.0
725,6.0,0.6347058823529411,0.8051297465183851,3.0,0.0,3.0,0.17727679856124184,0.3969757329717317,0.13999999999999987,0.0
726,6.0,0.4694117647058823,0.46087566376114625,9.0,7.0,3.0,0.3631367249752305,0.2959897938385098,0.2739130434782606,0.0
727,3.0,0.9411764705882352,0.7692615970343655,3.0,2.0,3.0,0.1472339355017853,0.2651190194419044,0.11666666666666678,0.0
728,3.0,0.2852941176470588,0.38683498647430126,1.0,2.0,2.0,0.6499211806491043,0.3747005061198457,0.025925925925925873,0.0
729,6.0,0.53,0.8111411682196175,11.0,10.0,3.0,0.4279708053505032,0.46892848460090786,0.2566666666666666,0.0
730,3.0,0.8264705882352941,0.8008215609658352,5.0,9.0,1.0,0.03982669008679574,0.311039844171717,0.6999999999999993,0.0
732,1.0,0.6652941176470588,0.4033663961526902,3.0,5.0,3.0,0.2649109882863931,0.19069074691694837,0.09130434782608711,1.0
733,6.0,0.26,0.4418394950405772,11.0,3.0,3.0,0.6468966965287057,0.4600911572159237,0.30799999999999966,0.0
734,2.0,0.2670588235294117,0.8950005009518086,11.0,9.0,1.0,0.19650043909269238,0.9127892735779616,0.962499999999999,0.0
735,3.0,0.35705882352941176,0.07614467488227634,7.0,7.0,3.0,0.47985291125171203,0.061594513213443364,0.20416666666666672,0.0
736,1.0,0.5829411764705882,0.8636409177437132,7.0,0.0,2.0,0.21869790246878656,0.459225680668946,0.2882352941176468,0.0
737,6.0,0.8323529411764705,0.9281635106702738,5.0,2.0,4.0,0.03951009979501311,0.35816775582609284,0.6999999999999993,0.0
738,3.0,0.41470588235294115,0.18314798116421202,7.0,9.0,3.0,0.24267854157315327,0.13072913733089483,0.34999999999999964,0.0
739,3.0,0.8547058823529411,0.34275122733193075,8.0,6.0,0.0,0.1902208935323503,0.1290886570235816,0.26666666666666644,0.0
740,4.0,0.4388235294117647,0.7007313896403168,2.0,7.0,1.0,0.02517113706267344,0.4767063213662795,0.6999999999999993,0.0
741,4.0,0.6829411764705882,0.6618575293056809,0.0,9.0,0.0,0.04907014645112782,0.30562148824784363,0.0,0.0
742,5.0,0.8447058823529411,0.901011922653041,9.0,6.0,5.0,0.27874132143878316,0.3430301296013376,0.20999999999999977,0.0
743,4.0,0.8658823529411764,0.49504057709648347,3.0,10.0,2.0,0.178478346491186,0.18423550386806087,0.10499999999999989,0.0
745,1.0,0.2276470588235294,0.7085462378519188,6.0,1.0,0.0,0.542390235707659,0.8161163101216008,0.22105263157894747,0.0
746,1.0,0.8247058823529412,0.03115920248472098,7.0,1.0,5.0,0.05953872923500569,0.012124423594657686,0.6999999999999993,0.0
747,6.0,0.9499999999999998,0.8814748021240358,0.0,2.0,5.0,0.1631139125172547,0.30118290767117506,0.0,0.0
749,2.0,0.4811764705882353,0.08385933273219118,5.0,10.0,2.0,0.2919159233380216,0.05274041463306774,0.18421052631578919,0.0
751,5.0,0.27941176470588236,0.32231239354774077,11.0,6.0,3.0,0.6856080687929271,0.317363985866221,0.27499999999999986,0.0
752,5.0,0.3005882352941176,0.7357980162308387,10.0,10.0,5.0,0.6466514573266297,0.6838026081603394,0.24999999999999964,0.0
754,1.0,0.8288235294117646,0.9815649734495544,4.0,5.0,4.0,0.22520693308282863,0.38025078836885806,0.11666666666666678,1.0
755,2.0,0.2452941176470588,0.7051397655545538,5.0,9.0,3.0,0.402447361591483,0.7677276899496779,0.23333333333333284,0.0
756,4.0,0.4776470588235294,0.7015329125338144,0.0,1.0,2.0,0.05466066753482813,0.44384617583664,0.0,0.0
758,4.0,0.5270588235294117,0.10309588217613468,6.0,1.0,3.0,0.3861770981611665,0.05990629432149889,0.15555555555555522,0.0
761,2.0,0.718235294117647,0.2923554754032663,5.0,5.0,3.0,0.2577906011270883,0.12900916787076175,0.14583333333333295,0.0
762,1.0,0.796470588235294,0.2630998897906022,4.0,6.0,3.0,0.2642611167670839,0.10569797647066527,0.10370370370370349,1.0
763,4.0,0.9570588235294116,0.5858130447850918,1.0,1.0,5.0,0.23036084128234277,0.19879232080609263,0.024999999999999963,0.0
765,2.0,0.76,0.5361186253882378,0.0,0.0,2.0,0.2973048533488433,0.2247670047090138,0.0,0.0
766,5.0,0.9335294117647058,0.48321811441739315,1.0,7.0,5.0,0.05214552424217765,0.16779494659950614,0.09999999999999999,0.0
768,6.0,0.5911764705882353,0.9020138262699131,1.0,7.0,0.0,0.004117623863245122,0.4737178038410767,0.6999999999999993,0.0
769,3.0,0.8217647058823528,0.36068530207394056,1.0,5.0,3.0,0.1876862906427193,0.14082326015943297,0.03499999999999997,0.0
770,5.0,0.09352941176470586,0.23244163911431726,0.0,5.0,2.0,0.30196860446222684,0.478343695674051,0.0,0.0
772,1.0,0.556470588235294,0.5028554253080855,3.0,3.0,1.0,0.4097080348335161,0.2785636900005761,0.06999999999999994,1.0
773,2.0,0.37411764705882344,0.9082256286945197,5.0,4.0,2.0,0.24572692789997974,0.7064723330224123,0.2692307692307692,0.0
775,2.0,0.868235294117647,0.07724676886083559,4.0,10.0,4.0,0.10315957125188245,0.028673915946867377,0.23333333333333284,0.0
777,3.0,0.22588235294117645,0.5141769361787397,8.0,0.0,3.0,0.4872112139160366,0.595709059909218,0.32941176470588224,0.0
778,1.0,0.8335294117647059,0.7972147079450959,10.0,7.0,2.0,0.17543050904598317,0.3072383152268439,0.36842105263157837,1.0
779,5.0,0.6017647058823529,0.09808636409177439,2.0,9.0,2.0,0.3687327502448104,0.05071923506752169,0.04827586206896546,0.0
780,4.0,0.9811764705882352,0.6037471195271017,8.0,8.0,1.0,0.04102922636953033,0.200208156004258,0.93333333333333,0.0
781,5.0,0.7094117647058823,0.17152589920849615,7.0,6.0,1.0,0.3170149355657117,0.07654124575106323,0.16896551724137943,0.0
783,2.0,0.9847058823529412,0.13906422202184152,9.0,5.0,0.0,0.057522764909432776,0.04595592198646007,0.7874999999999992,0.0
786,4.0,0.76,0.8735597635507466,4.0,8.0,5.0,0.22334067553502068,0.3662378456222762,0.12727272727272726,0.0
788,5.0,0.8976470588235294,0.8444043682997698,6.0,4.0,5.0,0.054400856341850996,0.304015225256759,0.5999999999999993,0.0
790,6.0,0.4623529411764705,0.42049894800120236,4.0,3.0,5.0,0.10565939371346611,0.2735951804344608,0.39999999999999925,0.0
791,5.0,0.86,0.6284941388638414,10.0,3.0,5.0,0.2551656351934116,0.2353713638572476,0.24999999999999964,0.0
793,4.0,0.18470588235294114,0.46498346859032175,6.0,10.0,3.0,0.666650852030703,0.6234715092163345,0.20999999999999977,0.0
794,5.0,0.4370588235294117,0.3375413285241961,2.0,10.0,5.0,0.42096938013170976,0.23043144790426356,0.055999999999999946,0.0
795,3.0,0.2429411764705882,0.8029255585612666,4.0,10.0,2.0,0.1014396303775768,0.8806115299481779,0.6999999999999993,0.0
797,5.0,0.35352941176470587,0.8349864743011723,0.0,2.0,3.0,0.42223849093249294,0.6805630738191684,0.0,0.0
798,4.0,0.7376470588235293,0.707243763149985,4.0,10.0,5.0,0.17543752210614155,0.3046469512536442,0.16470588235294112,0.0
800,5.0,0.3176470588235294,0.22582907524296167,0.0,7.0,1.0,0.48386087092609237,0.20083344479301463,0.0,0.0
802,1.0,0.47235294117647053,0.9446949203486626,3.0,0.0,2.0,0.20016040628746554,0.60344176575906,0.16153846153846155,0.0
803,1.0,0.40823529411764703,0.42160104197976167,6.0,5.0,5.0,0.482964545398913,0.30490667716757613,0.15555555555555522,1.0
804,6.0,0.8111764705882353,0.4148882877467189,1.0,10.0,3.0,0.04066944925027115,0.16391752994082556,0.13999999999999987,0.0
806,5.0,0.9235294117647058,0.890792505760946,2.0,8.0,1.0,0.12347319533742132,0.3124197554235307,0.093333333333333,0.0
807,2.0,0.7341176470588235,0.999398857829877,1.0,4.0,5.0,0.14353016314418293,0.4323656355100791,0.049999999999999926,0.0
810,6.0,0.8429411764705882,0.8697525298066328,8.0,6.0,4.0,0.26006603821276414,0.331764313596163,0.19999999999999998,0.0
811,6.0,0.8841176470588235,0.42971646127642527,2.0,2.0,3.0,0.1565155475818797,0.15688906638936448,0.07777777777777761,0.0
812,2.0,0.52,0.0544033663961527,7.0,10.0,3.0,0.09457742213893951,0.031995002768042444,0.6999999999999993,0.0
813,4.0,0.35764705882352943,0.4983468590321612,1.0,8.0,1.0,0.49953747097859175,0.40235055145992843,0.027999999999999973,0.0
814,4.0,0.7894117647058823,0.48862839394850227,3.0,3.0,3.0,0.05212769948417333,0.1979018076129743,0.34999999999999964,0.0
815,2.0,0.9499999999999998,0.44123835287045393,1.0,3.0,0.0,0.016716643208289562,0.1507594506131696,0.23333333333333284,0.0
816,1.0,0.5035294117647059,0.6225829075242962,10.0,8.0,5.0,0.17368864822274693,0.37633699017332906,0.5833333333333325,0.0
818,1.0,0.6588235294117647,0.18174531610059114,2.0,6.0,3.0,0.07501534418997949,0.08667938201957198,0.19999999999999998,0.0
820,6.0,0.6241176470588234,0.5134756036469292,11.0,0.0,0.0,0.3440731901352424,0.2570002418220154,0.27499999999999986,0.0
821,6.0,0.8376470588235294,0.9246568480112215,4.0,8.0,0.0,0.20360783471082927,0.35474916774063986,0.12727272727272726,0.0
822,4.0,0.8429411764705882,0.7490231439735499,10.0,9.0,2.0,0.12547393459502962,0.28571214876198847,0.4999999999999993,0.0
823,4.0,0.4458823529411765,0.6181745316100592,1.0,5.0,4.0,0.02470828928649326,0.4148690732361373,0.34999999999999964,0.0
824,2.0,0.2858823529411765,0.6807935076645627,0.0,0.0,5.0,0.015251135221117934,0.6583262762860487,0.0,0.0
825,3.0,0.0676470588235294,0.18344855224927364,11.0,4.0,2.0,0.8465812214575252,0.4450927519950232,0.5499999999999997,0.0
827,4.0,0.3094117647058823,0.9771565975353174,6.0,5.0,0.0,0.4028232205235511,0.8873547413865062,0.23333333333333284,0.0
831,3.0,0.26294117647058823,0.6100591123133956,6.0,7.0,4.0,0.4331130285784235,0.6297399172139548,0.24705882352941133,0.0
832,4.0,0.27,0.573289249574191,2.0,3.0,1.0,0.7554171217453446,0.5797504440326692,0.04666666666666664,0.0
833,4.0,0.9611764705882352,0.15489429916842004,10.0,8.0,5.0,0.08458974480325701,0.05234905441838414,0.6363636363636356,0.0
836,4.0,0.9799999999999999,0.21550946798917947,6.0,8.0,2.0,0.12475705162004011,0.0715397919363767,0.26249999999999973,0.0
837,2.0,0.5494117647058824,0.1526901112113015,4.0,6.0,1.0,0.21677269623083026,0.08554882264478135,0.17499999999999982,0.0
838,6.0,0.2888235294117647,0.23885382226229843,7.0,0.0,4.0,0.6919107069173448,0.22915052243711131,0.16896551724137943,0.0
839,4.0,0.6029411764705882,0.803626891093077,6.0,4.0,0.0,0.34206542907230786,0.41474588588608435,0.15555555555555522,0.0
840,5.0,0.5211764705882352,0.5570584109808637,10.0,10.0,4.0,0.3604949263174705,0.3267967818275735,0.27999999999999975,0.0
841,2.0,0.3864705882352941,0.9120328624386337,1.0,4.0,1.0,0.06720599706073976,0.6905263623755172,0.17499999999999982,0.0
842,1.0,0.4358823529411765,0.4192966636609559,3.0,10.0,4.0,0.370226940846152,0.28689373767280474,0.0954545454545451,0.0
843,5.0,0.5011764705882352,0.5974351267408077,5.0,9.0,2.0,0.3120955391026321,0.36260623779408535,0.16666666666666644,0.0
844,3.0,0.5917647058823529,0.7650536018435029,11.0,3.0,1.0,0.21569241339897793,0.4014377229407515,0.45294117647058796,0.0
845,4.0,0.5041176470588236,0.7048391944694922,7.0,10.0,1.0,0.14306665606270375,0.4256251039468823,0.4899999999999995,0.0
846,5.0,0.5105882352941177,0.5386233844304179,2.0,8.0,1.0,0.30695097520873177,0.32167663642095967,0.06666666666666658,0.0
847,5.0,0.5711764705882353,0.921550946798918,0.0,3.0,1.0,0.3729182194675621,0.4989114315413959,0.0,0.0
848,1.0,0.6847058823529412,0.45736900110209405,5.0,7.0,4.0,0.037324644007220485,0.2107086001908354,0.8749999999999991,0.0
850,5.0,0.5047058823529411,0.2300370704338243,10.0,0.0,3.0,0.17331896810698252,0.13878339010983157,0.5833333333333325,0.0
851,5.0,0.15823529411764703,0.6264903316300973,2.0,9.0,1.0,0.9306231258796898,0.9344988687022536,0.055999999999999946,0.0
852,3.0,0.9370588235294116,0.39184450455866154,2.0,1.0,1.0,0.03448931565954094,0.1355911625320826,0.27999999999999975,0.0
853,2.0,0.4582352941176471,0.38042280332632006,4.0,5.0,3.0,0.4039549276376896,0.2494265454494198,0.11199999999999989,0.0
854,5.0,0.1776470588235294,0.5601643121931672,4.0,6.0,0.0,0.09505638560850874,0.7718913750570258,0.93333333333333,0.0
855,3.0,0.25588235294117645,0.40276525398256696,8.0,0.0,5.0,0.3893587051408556,0.4245959923834557,0.37333333333333274,0.0
856,3.0,0.27117647058823524,0.645326119627292,8.0,3.0,5.0,0.3210612048619218,0.650386728413817,0.43076923076923007,0.0
857,3.0,0.728235294117647,0.25117723674982473,8.0,10.0,2.0,0.2874254682291835,0.10946187144006507,0.20740740740740699,0.0
859,2.0,0.18999999999999997,0.6389139364793108,11.0,5.0,0.0,0.45454273418904934,0.8396676602712478,0.5499999999999997,0.0
860,6.0,0.8670588235294117,0.0840597134555656,3.0,0.0,2.0,0.028354381054400912,0.031242104965255924,0.5249999999999995,0.0
861,3.0,0.13470588235294115,0.3690011020939787,9.0,3.0,4.0,0.4085446287116939,0.6116289882321243,0.6299999999999993,0.0
863,2.0,0.4276470588235294,0.7849914838192568,3.0,3.0,1.0,0.25374652885209215,0.5458516249604315,0.13999999999999987,0.0
864,3.0,0.8011764705882353,0.9323715058611363,11.0,7.0,5.0,0.09159087798625942,0.372565262242719,0.7699999999999992,0.0
865,5.0,0.6547058823529411,0.4949403867347962,2.0,1.0,3.0,0.24470263088662536,0.2373668071910915,0.06666666666666658,0.0
866,2.0,0.47529411764705876,0.4260094178939987,8.0,1.0,5.0,0.08695761831555929,0.27068515718837116,0.93333333333333,0.0
867,2.0,0.1429411764705882,0.5114717964131852,6.0,2.0,2.0,0.35270735628730965,0.8159947490241679,0.4666666666666664,0.0
868,5.0,0.2352941176470588,0.8848812744214009,11.0,7.0,5.0,0.5005720248226629,0.9942503144622641,0.4277777777777773,0.0
